iter	RMSE
746	2219.216434
747	2219.093867
748	2217.622018
749	2216.816438
750	2216.454525
751	2216.348628
752	2214.219945
753	2213.282922
754	2212.272254
755	2210.469303
756	2209.969131
757	2208.988054
758	2207.800178
759	2206.799245
760	2206.086483
761	2205.127238
762	2204.482052
763	2202.787927
764	2201.945916
765	2201.199426
766	2200.40034
767	2199.58085
768	2198.976845
769	2197.9909
770	2196.78825
771	2195.6918
772	2195.091814
773	2193.791623
774	2193.273258
775	2192.504114
776	2190.708866
777	2189.973424
778	2188.926291
779	2187.903328
780	2186.910489
781	2186.235759
782	2185.092945
783	2183.543916
784	2182.782809
785	2181.976489
786	2181.306561
787	2180.285135
788	2178.633511
789	2177.066838
790	2175.646762
791	2174.744573
792	2173.909969
793	2173.059366
794	2171.767403
795	2170.869518
796	2169.700056
797	2168.711748
798	2167.864302
799	2166.83592
800	2165.955424
801	2165.3296
802	2164.785583
803	2163.824481
804	2162.774956
805	2161.277838
806	2160.047771
807	2159.601014
808	2158.728455
809	2157.554512
810	2156.15518
811	2155.557447
812	2153.083526
813	2152.014524
814	2151.285638
815	2151.047442
816	2149.653267
817	2147.862746
818	2147.047107
819	2145.644438
820	2144.249398
821	2143.045255
822	2142.290895
823	2141.645177
824	2140.840278
825	2140.374963
826	2139.801302
827	2138.857164
828	2137.809462
829	2137.242231
830	2136.032586
831	2134.767048
832	2134.020271
833	2133.032974
834	2132.41412
835	2131.068582
836	2129.332497
837	2128.548688
838	2127.741215
839	2126.658183
840	2125.335046
841	2124.696411
842	2123.9257
843	2123.591983
844	2122.740169
845	2122.143626
846	2121.404942
847	2120.597087
848	2119.859423
849	2119.303005
850	2118.11191
851	2118.098462
852	2117.228927
853	2116.367733
854	2115.940045
855	2115.010841
856	2113.679242
857	2112.920483
858	2112.052119
859	2110.877356
860	2109.981152
861	2108.968895
862	2108.441314
863	2107.611419
864	2106.895071
865	2105.514744
866	2104.398284
867	2103.557752
868	2101.666708
869	2100.623039
870	2100.189976
871	2099.298478
872	2098.174818
873	2095.677677
874	2095.372367
875	2094.53628
876	2092.898935
877	2092.279705
878	2091.520376
879	2090.988258
880	2089.982195
881	2089.16095
882	2087.996833
883	2086.300892
884	2085.728943
885	2085.320252
886	2083.509379
887	2082.388202
888	2081.354526
889	2080.657451
890	2080.650509
891	2079.843524
892	2078.75918
893	2077.699355
894	2076.378364
895	2075.237886
896	2074.382686
897	2073.551909
898	2072.617996
899	2071.807573
900	2071.033693
901	2070.523973
902	2069.392997
903	2068.115107
904	2067.570082
905	2066.443286
906	2065.645838
907	2064.959062
908	2063.557876
909	2062.615893
910	2061.691336
911	2060.962958
912	2059.790849
913	2059.050258
914	2057.942026
915	2056.70082
916	2056.222687
917	2054.641931
918	2053.719674
919	2052.897667
920	2052.075605
921	2051.303404
922	2050.53031
923	2049.561481
924	2048.327077
925	2047.493618
926	2046.573252
927	2044.696156
928	2043.867164
929	2043.111083
930	2042.930082
931	2041.964436
932	2041.135027
933	2040.680427
934	2039.847031
935	2038.630259
936	2037.884256
937	2037.129445
938	2036.555393
939	2035.930007
940	2035.121954
941	2034.200662
942	2033.693804
943	2032.319993
944	2032.064017
945	2030.821963
946	2030.01796
947	2029.188272
948	2028.144123
949	2027.14848
950	2026.728311
951	2025.863851
952	2024.433811
953	2023.655479
954	2022.578983
955	2021.79023
956	2020.989151
957	2020.041511
958	2018.792899
959	2018.76145
960	2017.63447
961	2015.833395
962	2014.910406
963	2014.227913
964	2013.42096
965	2012.079159
966	2011.419381
967	2010.679163
968	2010.14202
969	2008.285359
970	2007.441904
971	2006.496124
972	2005.440563
973	2004.799462
974	2004.177431
975	2003.286902
976	2002.012465
977	2001.33263
978	2000.39904
979	1999.362781
980	1998.145392
981	1997.424928
982	1996.281681
983	1995.439564
984	1994.51256
985	1994.256476
986	1993.471314
987	1992.919474
988	1992.026015
989	1990.903734
990	1990.241348
991	1989.293715
992	1988.138447
993	1987.75265
994	1987.208324
995	1986.234321
996	1985.37209
997	1984.277494
998	1983.383287
999	1982.745422
